CountryCode,SeriesCode,DESCRIPTION
"MLT","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"MLT","SP.DYN.CBRT.IN","Data source: Eurostat"
"MLT","SP.POP.TOTL","Data source: Eurostat"
"MLT","IT.MLT.MAIN.P2","Maltacom. From 1999: Malta Communications Authority."
"MLT","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MLT","IT.NET.BBND.P2","Maltacom. From 1999: Malta Communications Authority."
"MLT","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"MLT","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"MLT","SM.POP.NETM","Data source: United Nations World Population Prospects"
"MLT","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"MLT","IT.CEL.SETS.P2","Maltacom. From 1999: Malta Communications Authority."
"MLT","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"MLT","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"MLT","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"MLT","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"MLT","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"MLT","IT.NET.BBND","Maltacom. From 1999: Malta Communications Authority."
"MLT","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. From 2004 data based on departures by air and by sea."
"MLT","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MLT","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MLT","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"MLT","IT.MLT.MAIN","Maltacom. From 1999: Malta Communications Authority."
"MLT","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"MLT","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists)."
"MMR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MMR","IT.NET.BBND","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department."
"MMR","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. "
"MMR","IT.CEL.SETS.P2","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department."
"MMR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"MMR","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)"
"MMR","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. 2016: change in the methodology."
"MMR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"MMR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"MMR","IT.MLT.MAIN.P2","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department."
"MMR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2022 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2022 are World Bank staff estimates based on the market data. Short-term debt data are not available. DSSI eligible and participating in 2020, 2021, and 2022."
"MMR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MMR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MMR","IT.CEL.SETS","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department."
"MMR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MMR","SP.POP.GROW","Data source: United Nations World Population Prospects"
"MMR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"MMR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"MMR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"MMR","IT.NET.USER.ZS","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department."
"MMR","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"MMR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MMR","IT.NET.BBND.P2","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department."
"MMR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"MMR","SM.POP.NETM","Data source: United Nations World Population Prospects"
"MMR","MS.MIL.XPND.CN","2012-218 & 2022 highly uncertain data."
"MMR","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)"
"MMR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"MMR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MMR","MS.MIL.XPND.CD","2012-2018 highly uncertain data."
"MMR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MMR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"MMR","IT.MLT.MAIN","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department."
"MMR","MS.MIL.XPND.ZS","2012-2018 highly uncertain data."
"MMR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MNE","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"MNE","MS.MIL.XPND.GD.ZS","2005-2006 SIPRI estimates."
"MNE","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MNE","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt, long-term private nonguaranteed debt and short-term debt data for 2022 are based on reports provided by the country."
"MNE","SP.DYN.TFRT.IN","Data source: Eurostat, Statistical office of Montenegro (MONSTAT), United Nations World Population Prospects"
"MNE","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments."
"MNE","SP.DYN.CDRT.IN","Data source: Eurostat, United Nations World Population Prospects"
"MNE","IT.NET.BBND.P2","Agency for Telecommunications and Postal Services."
"MNE","MS.MIL.XPND.CN","2005-2006 SIPRI estimates."
"MNE","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MNE","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"MNE","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MNE","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MNE","MS.MIL.XPND.CD","2005-2006 SIPRI estimates."
"MNE","SM.POP.NETM","Data source: United Nations World Population Prospects"
"MNE","MS.MIL.XPND.ZS","2005-2006 SIPRI estimates."
"MNE","IT.NET.USER.ZS","Agency for Telecommunications and Postal Services."
"MNE","SP.POP.GROW","Data source: For years after 2000, Statistical Office of Montenegro. For years 1960-1999, growth rates of United Nations World Population Prospects were used to estimate backwards."
"MNE","IS.RRS.GOOD.MT.K6","Source: OECD"
"MNE","IT.MLT.MAIN","Agency for Telecommunications and Postal Services."
"MNE","IT.CEL.SETS","Agency for Telecommunications and Postal Services."
"MNE","IS.RRS.PASG.KM","Source: OECD"
"MNE","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MNE","IT.NET.BBND","Agency for Telecommunications and Postal Services."
"MNE","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MNE","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistical office of Montenegro (MONSTAT), United Nations World Population Prospects"
"MNE","SP.POP.TOTL","Data source: For years after 2000, Statistical Office of Montenegro. For years 1960-1999, growth rates of United Nations World Population Prospects were used to estimate backwards."
"MNE","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"MNE","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"MNE","SP.DYN.CBRT.IN","Data source: Eurostat, United Nations World Population Prospects"
"MNE","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistical office of Montenegro (MONSTAT), United Nations World Population Prospects"
"MNE","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"MNE","IT.CEL.SETS.P2","Agency for Telecommunications and Postal Services."
"MNE","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MNE","IT.MLT.MAIN.P2","Agency for Telecommunications and Postal Services."
"MNE","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MNG","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)"
"MNG","IT.MLT.MAIN","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia."
"MNG","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MNG","IT.NET.BBND.P2","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia."
"MNG","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"MNG","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"MNG","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"MNG","DT.DOD.DECT.CD","Long-term public and publicly guaranteed, long-term private nonguaranteed, and Short-term debt data for 2022 are based on reports provided by the country. The country is DSSI eligible but did not participate in 2020 nor 2021."
"MNG","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"MNG","IT.CEL.SETS.P2","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia."
"MNG","SM.POP.NETM","Data source: United Nations World Population Prospects"
"MNG","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MNG","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MNG","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. "
"MNG","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"MNG","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"MNG","IT.MLT.MAIN.P2","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia."
"MNG","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"MNG","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MNG","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"MNG","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MNG","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"MNG","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"MNG","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MNG","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MNG","IT.NET.BBND","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia."
"MNG","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"MNG","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)"
"MNG","IT.NET.USER.ZS","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia."
"MNG","SP.POP.GROW","Data source: United Nations World Population Prospects"
"MNG","IT.CEL.SETS","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia."
"MNG","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MNP","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"MNP","IT.CEL.SETS.P2","Micronesian Telecommunication Corp. (MTC)."
"MNP","IT.MLT.MAIN.P2","Micronesian Telecommunication Corp. (MTC)."
"MNP","SP.DYN.CBRT.IN","Data source: United Nations Population and Vital Statistics Report"
"MNP","IT.NET.BBND.P2","Micronesian Telecommunication Corp. (MTC)."
"MNP","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"MNP","ST.INT.RCPT.CD","Compiled from data reported by the country."
"MNP","IT.NET.BBND","Micronesian Telecommunication Corp. (MTC)."
"MNP","IT.MLT.MAIN","Micronesian Telecommunication Corp. (MTC)."
"MNP","IT.CEL.SETS","Micronesian Telecommunication Corp. (MTC)."
"MNP","IT.NET.USER.ZS","Micronesian Telecommunication Corp. (MTC)."
"MNP","SP.POP.GROW","Data source: United Nations World Population Prospects"
"MNP","BM.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
"MNP","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"MNP","SP.DYN.CDRT.IN","Data source: United Nations Population and Vital Statistics Report"
"MOZ","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MOZ","IT.NET.BBND","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM)."
"MOZ","IT.NET.USER.ZS","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM)."
"MOZ","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"MOZ","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)"
"MOZ","IT.CEL.SETS","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM)."
"MOZ","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MOZ","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MOZ","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"MOZ","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. "
"MOZ","IT.MLT.MAIN.P2","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM)."
"MOZ","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MOZ","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"MOZ","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"MOZ","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MOZ","SP.POP.GROW","Data source: United Nations World Population Prospects"
"MOZ","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. 2008: Change of methodology. Until 2007 the data correspond only to 12 border posts. From 2008, the data of all the border posts of the country are used."
"MOZ","IT.CEL.SETS.P2","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM)."
"MOZ","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"MOZ","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MOZ","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MOZ","SM.POP.NETM","Data source: United Nations World Population Prospects"
"MOZ","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2022 are based on reports provided by the country. Short-term debt for 2022 is based on data from the BIS. Data include HIPC and MDRI debt relief. DSSI eligible and participating in 2020 and 2021."
"MOZ","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"MOZ","IT.MLT.MAIN","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM)."
"MOZ","MS.MIL.XPND.CD","1977-1998 SIPRI estimates."
"MOZ","MS.MIL.XPND.ZS","1977-1998 SIPRI estimates."
"MOZ","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MOZ","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"MOZ","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"MOZ","MS.MIL.XPND.GD.ZS","1977-1998 SIPRI estimates."
"MOZ","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"MOZ","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"MOZ","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)"
"MOZ","MS.MIL.XPND.CN","1977-1998 & 2022 SIPRI estimates."
"MOZ","IT.NET.BBND.P2","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM)."
"MRT","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MRT","IT.MLT.MAIN","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation."
"MRT","IT.NET.BBND","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation."
"MRT","IT.NET.USER.ZS","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation."
"MRT","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"MRT","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
"MRT","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"MRT","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"MRT","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MRT","IT.MLT.MAIN.P2","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation."
"MRT","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. The estimates for Mauritania in 2010 include 30,000 persons in a refugee-like situation."
"MRT","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)"
"MRT","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"MRT","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"MRT","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MRT","IT.CEL.SETS","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation."
"MRT","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"MRT","IT.NET.BBND.P2","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation."
"MRT","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1999 country data."
"MRT","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"MRT","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders."
"MRT","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1999 country data."
"MRT","SP.POP.GROW","Data source: United Nations World Population Prospects"
"MRT","SM.POP.NETM","Data source: United Nations World Population Prospects"
"MRT","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)"
"MRT","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"MRT","IT.CEL.SETS.P2","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation."
"MRT","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MRT","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2022 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2022 is based on data from the BIS. Data include the effects of MDRI debt relief. DSSI eligible and participating in 2020, 2021 and 2022."
"MRT","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MRT","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"MRT","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MUS","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MUS","SP.POP.1564.TO.ZS","Including Agalega and St. Brandon."
"MUS","SP.POP.65UP.MA.ZS","Including Agalega and St. Brandon."
"MUS","SP.POP.65UP.TO","Derived using ratio of age group from WPP and World Bank population."
"MUS","SP.POP.1564.FE.ZS","Including Agalega and St. Brandon."
"MUS","BX.PEF.TOTL.CD.WD","Data includes offshore investments."
"MUS","SP.POP.65UP.FE.IN","Derived using ratio of age group from WPP and World Bank population."
"MUS","SP.POP.65UP.MA.IN","Derived using ratio of age group from WPP and World Bank population."
"MUS","SP.POP.DPND.YG","Including Agalega and St. Brandon."
"MUS","SP.POP.65UP.TO.ZS","Including Agalega and St. Brandon."
"MUS","SP.DYN.TO65.FE.ZS","Including Agalega, Rodrigues and Saint Brandon."
"MUS","SP.POP.65UP.FE.ZS","Including Agalega and St. Brandon."
"MUS","SP.POP.DPND.OL","Including Agalega and St. Brandon."
"MUS","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population."
"MUS","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MUS","SP.POP.0014.FE.IN","Derived using ratio of age group from WPP and World Bank population."
"MUS","SP.POP.0014.FE.ZS","Including Agalega and St. Brandon."
"MUS","SP.POP.DPND","Including Agalega and St. Brandon."
"MUS","SM.POP.NETM","Data source: United Nations World Population Prospects"
"MUS","SP.POP.1564.FE.IN","Derived using ratio of age group from WPP and World Bank population."
"MUS","SP.POP.0014.TO.ZS","Including Agalega and St. Brandon."
"MUS","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2022 are based on reports provided by the country. Long-term private nonguaranteed debt data from 2009-2010 and from 2017-2022 are based on reports provided by the country and do not include offshore liabilities, while 2011-2016 data are World Bank staff estimates based on reports provided by the country. Short-term debt data for 2022 are sourced by the Quarterly External Debt Statistics database and include offshore liabilities (http://datatopics.worldbank.org/debt/qeds)."
"MUS","SP.POP.0014.TO","Derived using ratio of age group from WPP and World Bank population."
"MUS","SP.POP.GROW","Data source: Statistics Mauritius, United Nations World Population Prospects"
"MUS","SP.DYN.TO65.MA.ZS","Including Agalega, Rodrigues and Saint Brandon."
"MUS","SP.POP.1564.MA.IN","Derived using ratio of age group from WPP and World Bank population."
"MUS","SP.POP.1564.MA.ZS","Including Agalega and St. Brandon."
"MUS","IT.CEL.SETS","Mauritius Telecom. Information and Communication Technologies Authority."
"MUS","SP.POP.BRTH.MF","Including Agalega, Rodrigues and Saint Brandon."
"MUS","SP.POP.0014.MA.ZS","Including Agalega and St. Brandon."
"MUS","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Including Agalega, Rodrigues and Saint Brandon."
"MUS","SP.POP.0014.MA.IN","Derived using ratio of age group from WPP and World Bank population."
"MUS","IT.NET.BBND.P2","Mauritius Telecom. Information and Communication Technologies Authority."
"MUS","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"MUS","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"MUS","IT.MLT.MAIN","Mauritius Telecom. Information and Communication Technologies Authority."
"MUS","IT.CEL.SETS.P2","Mauritius Telecom. Information and Communication Technologies Authority."
"MUS","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"MUS","SP.DYN.CDRT.IN","Data source: Statistics Mauritius"
"MUS","SP.ADO.TFRT","Including Agalega, Rodrigues and Saint Brandon."
"MUS","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MUS","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
"MUS","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Including Agalega, Rodrigues and Saint Brandon."
"MUS","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MUS","SP.DYN.LE00.FE.IN","Data source: Statistics Mauritius, United Nations World Population Prospects"
"MUS","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MUS","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Including Agalega, Rodrigues and Saint Brandon."
"MUS","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"MUS","SP.DYN.LE00.MA.IN","Data source: Statistics Mauritius, United Nations World Population Prospects"
"MUS","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"MUS","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MUS","IT.MLT.MAIN.P2","Mauritius Telecom. Information and Communication Technologies Authority."
"MUS","SP.DYN.CBRT.IN","Data source: Statistics Mauritius"
"MUS","SP.POP.TOTL","Data source: Statistics Mauritius, United Nations World Population Prospects"
"MUS","IT.NET.BBND","Mauritius Telecom. Information and Communication Technologies Authority."
"MUS","IT.NET.USER.ZS","Mauritius Telecom. Information and Communication Technologies Authority."
"MUS","SP.DYN.TFRT.IN","Data source: Statistics Mauritius, United Nations World Population Prospects"
"MWI","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. "
"MWI","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MWI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"MWI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"MWI","SP.POP.GROW","Data source: United Nations World Population Prospects"
"MWI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"MWI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MWI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"MWI","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)"
"MWI","IT.CEL.SETS","Malawi Telecommunications Limited (MTL),  From 2001: Malawi Communications Regulatory Authority (MACRA)."
"MWI","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"MWI","IT.CEL.SETS.P2","Malawi Telecommunications Limited (MTL),  From 2001: Malawi Communications Regulatory Authority (MACRA)."
"MWI","IT.NET.USER.ZS","Malawi Telecommunications Limited (MTL),  From 2001: Malawi Communications Regulatory Authority (MACRA)."
"MWI","SP.POP.TOTL","Data source: United Nations World Population Prospects"
